MAP_NAME^File_Name^Table_Name
cdh_hive_2_hive_pending_orders^^
cpdh_ru_cust_cred_hist_int^^
cpdh_ru_cust_cred_int^^stg_cpdh_cust_cred_ext
cpdh_ru_cust_demo_hist_int^^cust_demo_snap_int
cpdh_ru_cust_demo_int^^stg_cpdh_cust_demo_ext
cpdh_ru_cust_modl_scor_hist_int^^CUST_MODL_SCOR_SNAP_INT
cpdh_ru_cust_modl_scor_int^^stg_cpdh_cust_modl_scor_ext
cpdh_ru_sscr_modl_scor_hist_int^^sscr_modl_scor_snap_int
cpdh_ru_sscr_modl_scor_int^^ stg_cpdh_ru_sscr_modl_scor_ext
edl_ru_cure_campaign_summary_info^^c_planning_info
edl_ru_cure_cell_sel_crit_ofr_prmo_val^^c_planning_info_custom_prop
edl_ru_cure_cmpgn_plan_attributes^^c_planning_info_custom_prop
edl_ru_cure_cmpgn_univ_elig_rules^^
edl_ru_cure_targeting_directions^^c_planning_info_custom_prop
edl_ru_cure_targeting_directions_cell_select_crit^^c_planning_info_custom_prop
edl_ru_cure_tgt_dir_cmpgn_drops^^c_planning_info_custom_prop
edl_ru_digital_cart_events^^DIGITAL_CART_EVENTS_STG
edl_ru_digital_control_groups^^digital_control_groups_STG
edl_ru_digital_intrct_hist^^DIGITAL_INTERACTION_HISTORY_STG
edl_ru_digital_most_popular^^digital_most_popular_STG
edl_ru_digital_page_view_events^^DIGITAL_PAGE_VIEW_EVENTS_STG
edl_ru_frozen_car_ci360_tgt^^frozen_car_ci360_stg
edl_ru_pre_customer_alerts_history_tgt^^pre_customer_alerts_history_stg
edl_ru_pre_customer_line_info_history_tgt^^pre_customer_line_info_history_stg
edl_ru_raw_usg_cxm_unrated_3g_hist^^
edl_ru_raw_usg_cxm_unrated_msg_int^^
edl_ru_raw_usg_cxm_unrated_voice_int^^
j_edl_curated_ntfcn_msg_int_stg^ntfcn_msg_int_stg.csv^
j_edl_curated_ntfcn_subtyp_config_int_stg^ntfcn_subtyp_config_int_stg.csv^
j_edl_cure_ntfcn_fulfill_dtl_int^^NTFCN_FULFILL_DTL_INT_STG
j_edl_cure_ntfcn_fulfill_dtl_int_stg^ntfcn_fulfill_dtl_int_stg.csv^
j_edl_cure_ntfcn_interact_note_int^^RAW_NTFCN_EXT
j_edl_cure_ntfcn_msg_dyn_attrib_int^^RAW_NTFCN_EXT
j_edl_cure_ntfcn_msg_int^^NTFCN_MSG_INT_STG
j_edl_cure_ntfcn_msg_resp_int^^NTFCN_MSG_RESP_INT_STG
j_edl_cure_ntfcn_msg_resp_int_stg^ntfcn_msg_resp_int_stg.csv^
j_edl_cure_ntfcn_subtyp_media_int^^NTFCN_SUBTYP_MEDIA_INT_STG
j_edl_cure_ntfcn_subtyp_media_int_stg^ntfcn_subtyp_media_int_stg.csv^
j_edl_std_cure_cust_affltn_rqst_int^^
j_edl_std_cure_cust_cred_chk_ident_scan_int^^CUST_CRED_CHK_IDENT_SCAN_STG_EXT
j_edl_std_cure_cust_cred_chk_int^^CUST_CRED_CHK_STG
j_edl_std_cure_cust_cred_chk_stg^^CUST_CRED_CHK_STG
j_edl_std_cure_cust_org_int^^CUST_ORG_EXT
j_edl_std_cure_intrxn_swap_fail_int^^CUST_INTRXN_INT
j_edl_std_cure_ntfcn_int^^RAW_NTFCN_EXT
j_edl_std_cure_ntfcn_subtyp_cfg_int^^NTFCN_SUBTYP_CONFIG_INT_STG
j_edl_std_cure_ntfcn_typ_cfg_int^^RAW_NTFCN_CONFIG_EXT
j_edl_std_m_cxm_usage_unrated^^PS_DATA_UP_SEGG_1_DAY
j_edl_std_m_raw_message_ext^message_ext.txt^
j_edl_std_raw_brm_sim_swaps_int^^SIM_SWAPS_STG
j_edl_std_raw_cust_affltn_rqst_txn_int^^CUST_AFFLTN_RQST_STG
j_edl_std_raw_cust_cntct_int^^CUST_CNTCT_STG
j_edl_std_raw_cust_cntct_stg^^CUST_CNTCT_STG
j_edl_std_raw_cust_cred_chk_ident_scan_stg_ext^j_edl_std_raw_cust_cred_chk_ident_scan_stg_ext.txt^
j_edl_std_raw_cust_cred_chk_param_ext^^CUST_CRED_CHK_PARAM_EXT
j_edl_std_raw_cust_int^^CUST_STG
j_edl_std_raw_cust_intrxn_int^^CUST_INTRXN_STG
j_edl_std_raw_cust_intrxn_stg^^CUST_INTRXN_STG
j_edl_std_raw_cust_org_ext^PED.txt^CUST_ORG_EXT
j_edl_std_raw_cust_stg^^CUST_STG
j_edl_std_raw_iot_aggr_imsi_range_ext^^IOT_AGGR_IMSI_RANGE_EXT
j_edl_std_raw_iot_aggr_imsi_status_ext^^IOT_AGGR_IMSI_STATUS_EXT
j_edl_std_raw_iot_aggr_off_net_usg_ext^^IOT_AGGR_OFF_NET_USG_EXT
j_edl_std_raw_iot_aggr_on_net_usg_ext^^IOT_AGGR_ON_NET_USG_EXT
j_edl_std_raw_iot_aggr_partner_ext^^IOT_AGGR_PARTNER_EXT
j_edl_std_raw_iot_aggr_rate_plan_ext^^IOT_AGGR_RATE_PLAN_EXT
j_edl_std_raw_ntfcn_config_ext^raw_ntfcn_config_ext.csv^
j_edl_std_raw_ntfcn_ext^raw_ntfcn_ext.csv^
j_glo_oracle_hive_int_frozen_car^^FROZEN_CAR_STG
j_glo_std_m_hive_2_hive_offr_brdg_tgt^^
job_std_ape3_epcext_offers_stg^ape3_epcext_offers.csv^APE3_EPCEXT_OFFERS_STG
job_std_ape3_epcext_pricing_items_stg^ape3_epcext_pricing_items.csv^APE3_EPCEXT_PRICING_ITEMS_STG
job_std_csm_offer_stg^csm_offer.csv^CSM_OFFER_STG
job_std_cust_ap_attr_int_stg^cust_ap_attr_int_stg.csv^
job_std_epc_bo_disc_info_dat_usg_stg^epc_bo_disc_info_dat_usg_stg.csv^EPC_BO_DISC_INFO_DAT_USG_STG
job_std_epc_bo_disc_info_othr_stg^epc_bo_disc_info_othr_stg.csv^EPC_BO_DISC_INFO_OTHR_STG
job_std_epc_bo_disc_info_tier_stg^epc_bo_disc_info_tier_stg.csv^EPC_BO_DISC_INFO_TIER_STG
job_std_epc_bo_int_nopricing_stg^epc_bo_int_nopricing_stg.csv^EPC_BO_INT_NOPRICING_STG
job_std_epc_bo_int_pricing_stg^epc_bo_int_pricing_stg.csv^EPC_BO_INT_PRICING_STG
job_std_epc_sps_addl_attrs_stg^EPC_SPS_ADDL_ATTRS.txt^
job_std_msg_rule_messages_stg^msg_rule_messages.csv^MSG_RULE_MESSAGES_STG
job_std_mstr_hive_2_hive_tgt_call_actv_sum_dly_int^^CALL_ACTVY_SUMM_DAY_STG
job_std_mstr_hive_2_hive_tgt_call_actv_sum_mth_int^^CALL_ACTVY_SUMM_MONTH_STG
job_std_mstr_hive_2_hive_tgt_call_actv_sum_wk_int^^CALL_ACTVY_SUMM_WEEK_STG
job_std_mstr_hive_2_hive_tgt_call_actv_summ_hr_int^^CALL_ACTVY_SUMM_HR_STG
job_std_mstr_hive_2_hive_tgt_call_cntr_actvty^^CALL_CNTR_ACTVY_STG
job_std_mstr_hive_2_hive_tgt_call_cntr_rsn^^CALL_CNTR_CALL_RSN_STG
job_std_mstr_hive_2_hive_tgt_call_cntr_sentmnt^^CALL_CNTR_CALL_SENTMNT_STG
job_std_mstr_hive_2_hive_tgt_cim_interacn^^CIM_INTERACTION_STG
job_std_mstr_hive_2_hive_tgt_cred_cls^^REF_CRED_CLS_DEFN_STG
job_std_mstr_hive_2_hive_tgt_cust_aip^^REF_CUST_AIP_LIMS_STG
job_std_mstr_hive_2_hive_tgt_cust_eip^^REF_CUST_EIP_LIMS_STG
job_std_mstr_hive_2_hive_tgt_invc_bill_cycl_var^^INVC_BILL_CYCL_VAR_SUMM_STG
job_std_mstr_hive_2_hive_tgt_sscr_evnt^^SSCR_EVNT_STG
job_std_mstr_hive_2_hive_tgt_tro_hrly^^PROMO_ASSIGN_STG
job_std_mstr_hive_2_hive_tgt_usg_sscr_summ^^USG_SSCR_SUMM_STG
job_std_mstr_stg_billingdiscounts_promo^BillingDiscountpromo.csv^BILL_DISC_INT_BD_PROMO_STG
job_std_mstr_stg_billingdiscounts_promo_historical^BillingDiscountpromo_Historical.csv^BILL_DISC_INT_BD_PROMO_STG_HIST
job_std_mstr_stg_billingdiscounts_trail^BillingDiscounttrail.csv^BILL_DISC_INT_BD_TRAIL_STG
job_std_mstr_stg_billingdiscounts_trail_historical^BillingDiscounttrail_Historical.csv^BILL_DISC_INT_BD_TRAIL_STG_HIST
job_std_mstr_stg_cardailyfinaltable^CARDaily.csv^CAR_DAILY_INT_STG
job_std_mstr_stg_cardailyhistfinaltable^CARDailyHist.csv^CAR_DAILY_INT_STG_HIST
job_std_mstr_stg_cardailyhsifile^CARDaily_HSI.csv^CAR_DAILY_INT_STG
job_std_mstr_stg_carhourly^CARHourly.csv^CAR_HOURLY_INT_STG
job_std_mstr_stg_carhourlyhistorical^CARHourlyHistorical.csv^CAR_HOURLY_INT_STG_HIST
job_std_mstr_stg_carmicrobatch_opt^CAR_Micro_Opt.csv^CAR_MICRO_OPT_INT_STG
job_std_mstr_stg_carmicrobatch_opt_hist^CAR_Micro_Opt_Hist.csv^CAR_MICRO_OPT_INT_STG_HIST
job_std_mstr_stg_carmicrobatch_sale^CAR_Micro_Sale.csv^CAR_MICRO_SALE_INT_STG
job_std_mstr_stg_carmicrobatch_sale_hist^CAR_Micro_Sale_Hist.csv^CAR_MICRO_SALE_INT_STG_HIST
job_std_mstr_stg_carmicrobatch_stat^CAR_Micro_Stat.csv^CAR_MICRO_STAT_INT_STG
job_std_mstr_stg_carmicrobatch_stat_hist^CAR_Micro_Stat_Hist.csv^CAR_MICRO_STAT_INT_STG_HIST
job_std_mstr_stg_dropped_calls^CALL_ACTVY_SUMM_HR_STG.csv^
job_std_mstr_stg_dropped_calls_daily^CALL_ACTVY_SUMM_DAY_STG.csv^
job_std_mstr_stg_dropped_calls_mthly^CALL_ACTVY_SUMM_MONTH_STG.csv^
job_std_mstr_stg_dropped_calls_wkly^CALL_ACTVY_SUMM_WEEK_STG.csv^
job_std_mstr_stg_email_openclicks^Emailopenclicks.csv^EMAIL_CLICKS_INT_STG
job_std_mstr_stg_email_openclicks_historical^Emailopenclicks_Historical.csv^EMAIL_CLICKS_INT_STG_HIST
job_std_mstr_stg_epc_elig_rules^EPC_ELIG_RULES^
job_std_mstr_stg_epc_promo^PRE_TREATMENTS^EPC_GROUP1_STG
job_std_mstr_stg_f_sap_inventory^EQUIP_INV_STAT_STG.CSV^EQUIP_INV_STAT_STG
job_std_mstr_stg_interactionhistory^InteractionHistory.csv^INTERACT_HIST_INT_STG
job_std_mstr_stg_interactionhistory_hist^InteractionHistory.csv^INTERACT_HIST_INT_STG
job_std_mstr_stg_invc_bill_cycl_var_summ^INVC_BILL_CYCL_VAR_SUMM_STG.csv^INVC_BILL_CYCL_VAR_SUMM_STG
job_std_mstr_stg_modelscore_cust^MODEL_SCORES_CUST_STG.CSV^MODEL_SCORES_CUST_STG
job_std_mstr_stg_modelscore_cust_hist^MODEL_SCORES_CUST_STG.CSV^MODEL_SCORES_CUST_STG
job_std_mstr_stg_modelscore_sscr^MODEL_SCORES_SSCR_STG.CSV^
job_std_mstr_stg_modelscore_sscr_hist^MODEL_SCORES_SSCR_STG.CSV^
job_std_mstr_stg_sales_trans_feed^SALE_TRXN_STG.CSV^
job_std_mstr_stg_serviceagreement_cu^SERVICE_AGREEMENT_CUSTOMER.csv^SVC_AGRMNT_CUST_INT_STG
job_std_mstr_stg_serviceagreement_cu_hist^SERVICE_AGREEMENT_CUSTOMER_HISTORICAL.csv^SVC_AGRMNT_CUST_HIST_STG
job_std_mstr_stg_serviceagreement_su^SERVICE_AGREEMENT_SUBSCRIBER.csv^SVC_AGRMNT_SUB_INT_STG
job_std_mstr_stg_serviceagreement_su_hist^SERVICE_AGREEMENT_SUBSCRIBER_HISTORICAL.csv^SVC_AGRMNT_SUB_HIST_STG
job_std_mstr_stg_usg_sscr_summ^USG_SSCR_SUMM_STG.csv^USG_SSCR_SUMM_STG
job_std_mstr_table_purge_bill_disc_int^^
job_std_mstr_table_purge_car_daily_int^^
job_std_mstr_table_purge_car_hourly_int^^
job_std_mstr_table_purge_car_micro_opt_int^^
job_std_mstr_table_purge_car_micro_sale_int^^
job_std_mstr_table_purge_car_micro_stat_int^^
job_std_mstr_table_purge_email_clicks_int^^
job_std_mstr_table_purge_epc_accsy_fin_prc_int^^
job_std_mstr_table_purge_epc_accsy_int^^
job_std_mstr_table_purge_epc_bo_addl_prop_int^^
job_std_mstr_table_purge_epc_bo_dane_trgr_int^^
job_std_mstr_table_purge_epc_bo_disc_info_int^^
job_std_mstr_table_purge_epc_bo_int^^
job_std_mstr_table_purge_epc_bo_prc_info_int^^
job_std_mstr_table_purge_epc_dvc_disc_prc_int^^
job_std_mstr_table_purge_epc_dvc_fin_prc_int^^
job_std_mstr_table_purge_epc_dvc_int^^
job_std_mstr_table_purge_epc_equip_chrcstc_int^^
job_std_mstr_table_purge_epc_po_bo_hier_int^^
job_std_mstr_table_purge_epc_po_int^^
job_std_mstr_table_purge_equip_inv_stat_int^^
job_std_mstr_table_purge_interact_hist_int^^
job_std_mstr_table_purge_invc_bill_cycl_var_summ_t^^
job_std_mstr_table_purge_model_scores_int^^
job_std_mstr_table_purge_ref_domain_int^^
job_std_mstr_table_purge_sale_trxn_int^^
job_std_mstr_table_purge_svc_agrmnt_int^^
job_std_mstr_table_purge_usg_sscr_summ_t^^
job_std_mstr_tgt_billingdiscounts^^BILL_DISC_INT_BD_PROMO_STG
job_std_mstr_tgt_billingdiscounts_historical^^BILL_DISC_INT_BD_PROMO_STG_HIST
job_std_mstr_tgt_cardaily^^CAR_DAILY_INT_STG
job_std_mstr_tgt_cardailyhist^^CAR_DAILY_INT_STG_HIST
job_std_mstr_tgt_carhourly^^CAR_HOURLY_INT_STG
job_std_mstr_tgt_carhourlyhistorical^^CAR_HOURLY_INT_STG_HIST
job_std_mstr_tgt_carmicrobatch_opt^^CAR_MICRO_OPT_INT_STG
job_std_mstr_tgt_carmicrobatch_opt_hist^^CAR_MICRO_OPT_INT_STG_HIST
job_std_mstr_tgt_carmicrobatch_sale^CAR_Micro_Sale.csv^CAR_MICRO_SALE_INT_STG
job_std_mstr_tgt_carmicrobatch_sale_hist^^CAR_MICRO_SALE_INT_STG_HIST
job_std_mstr_tgt_carmicrobatch_stat^^CAR_MICRO_STAT_INT_STG
job_std_mstr_tgt_carmicrobatch_stat_hist^^CAR_MICRO_STAT_INT_STG_HIST
job_std_mstr_tgt_email_openclicks^Emailopenclicks.csv^EMAIL_CLICKS_INT_STG
job_std_mstr_tgt_email_openclicks_historical^Emailopenclicks_Historical.csv^EMAIL_CLICKS_INT_STG_HIST
job_std_mstr_tgt_interactionhistory^InteractionHistory.csv^INTERACT_HIST_INT_STG
job_std_mstr_tgt_interactionhistory_hist^InteractionHistory.csv^INTERACT_HIST_INT_STG
job_std_mstr_tgt_modelscore^^
job_std_mstr_tgt_sales_trans_feed^^SALE_TRXN_STG
job_std_mstr_tgt_sap_inventory^^EQUIP_INV_STAT_STG
job_std_mstr_tgt_serviceagreement^^
job_std_mstr_tgt_serviceagreement_hist^^
job_std_ord9_criteria_def_stg^ord9_criteria_def.csv^ORD9_CRITERIA_DEF_STG
job_std_ord9_discount_per_sku_stg^ord9_discount_per_sku.csv^ORD9_DISCOUNT_PER_SKU_STG
job_std_ord9_eip_pro_crit_lst_stg^ord9_eip_promo_crit_list.csv^ORD9_EIP_PROMO_CRIT_LIST_STG
job_std_ord9_eip_promo_crit_group_stg^ord9_eip_promo_crit_group.csv^ORD9_EIP_PROMO_CRIT_GROUP_STG
job_std_ord9_eip_promo_def_stg^ord9_eip_promo_def.csv^ORD9_EIP_PROMO_DEF_STG
job_std_ord9_promo_credit_dtl_stg^ord9_promo_credit_detail.csv^ORD9_PROMO_CREDIT_DETAIL_STG
job_std_ord9_promo_crit_validation_stg^ord9_promo_crit_validation.csv^ORD9_PROMO_CRIT_VALIDATION_STG
job_std_ord9_promo_criteria_stg^ord9_promo_criteria.csv^ORD9_PROMO_CRITERIA_STG
job_std_ord9_promo_def_stg^ord9_promo_def.csv^ORD9_PROMO_DEF_STG
job_std_pc9_accessory_dp_per_stg^pc9_accessory_dp_percent.csv^PC9_ACCESSORY_DP_PERCENT_STG
job_std_pc9_sku_price_info_stg^pc9_sku_price_info.csv^PC9_SKU_PRICE_INFO_STG
job_std_promo_offr_crit_assoc_stg^promo_offr_crit_assoc_stg.csv^
job_std_table_purge_cust_ap_attr_int^^
job_std_table_purge_cust_ap_int^^
job_std_table_purge_cust_ap_offr_int^^
job_std_table_purge_epc_rel_int^^
job_std_table_purge_epc_rule_int^^
job_std_table_purge_epc_rule_msg_int^^
job_std_table_purge_promo_crit_int^^
job_std_table_purge_promo_offr_crit_assoc_int^^
job_std_table_purge_promo_offr_int^^
job_std_tbap_item_stg^tbap_item.csv^TBAP_ITEM_STG
job_std_tbap_item_stg_hist_local^tbap_item.csv^
job_std_tbap_price_plan_stg^tbap_price_plan_stg.csv^
job_std_tbap_price_plan_stg_hist^tbap_price_plan_stg.csv^
job_std_tbcatalog_item_o_stg^TBCatalogItem.csv^TBCATALOG_ITEM_O_STG
job_std_tbdate_stg^tbdate.csv^
job_std_tbdescription_stg^tbdescription.csv^
job_std_tbdynamic_bill_prop_o_stg^tbdynamic_bill_prop.csv^TBDYNAMIC_BILL_PROP_O_STG
job_std_tbitem_property_stg^tbitem_property.csv^TBITEM_PROPERTY_STG
job_std_tblocalized_prop_stg^tblocalized_prop.csv^TBLOCALIZED_PROP_STG
job_std_tbname_stg^tbname.csv^TBNAME_STG
job_std_tboffer_stg^tboffer.csv^TBOFFER_STG
job_std_tbpcrules_stg^tbpcrules.csv^
job_std_tbprice_plan_stg^tbpriceplan.csv^TBPRICE_PLAN_STG
job_std_tbproperty_stg^tbproperty.csv^TBPROPERTY_STG
job_std_tbrelation_stg^tbrelation.csv^TBRELATION_STG
job_std_tbrule_name_stg^tbrule_name.csv^TBRULE_NAME_STG
job_std_tgt_cust_ap_attr_int^^CUST_AP_ATTR_INT_STG
job_std_tgt_cust_ap_int^^TBAP_ITEM_STG
job_std_tgt_cust_ap_offr_int^^TBAP_PRICE_PLAN_STG
job_std_tgt_epc_accsy_fin_prc_int^^PC9_ACCESSORY_DP_PERCENT_STG
job_std_tgt_epc_accsy_int^^
job_std_tgt_epc_bo_addl_prop_int^^
job_std_tgt_epc_bo_dane_trgr_int^^
